"Registro ANS";"CNPJ";"Razao Social";"Nome Fantasia";"Modalidade";"Logradouro";"Numero";"Complemento";"Bairro";"Cidade";"UF";"CEP";"DDD";"Telefone";"Fax";"Endereco eletronico";"Representante";"Cargo Representante";"Data Registro ANS"
"318388";"74521188000150";"UNIMED DE SAO ROQUE - COOPERATIVA DE TRABALHO MEDICO";"UNIMED SAO ROQUE";"Cooperativa Medica";"RUA CAPITAO JOSE VICENTE DE MORAES";"97";"";"ESPLANADA MENDES";"Sao Roque";"SP";"18130780";"11";"47135200";"47135200";"juridico@unimedsaoroque.coop.br";"ADRIANO SALGE";"DIRETOR PRESIDENTE";"16/12/1998"
"303178";"07649106000160";"UNIMED DE SOBRAL SOCIEDADE COOPERATIVA MEDICA LTDA";"UNIMED DE SOBRAL";"Cooperativa Medica";"AV. DOM JOSE TUPINAMBA DA FROTA";"1951";"";"CENTRO";"Sobral";"CE";"62010290";"88";"36773005";"36773004";"ans@unimedceara.com.br";"FRANCISCO CARLOS NOGUEIRA ARCANJO";"PRESIDENTE";"30/12/1998"
"361941";"00006037000127";"UNIMED DE TATUI - COOPERATIVA DE TRABALHO MEDICO";"UNIMED TATUI";"Cooperativa Medica";"RUA CEL. AURELIANO DE CAMARGO";"645";"";"CENTRO";"Tatui";"SP";"18270170";"01";"532058500";"532058509";"unimed@unimedtatui.com.br";"EDER BALLIARI";"PRESIDENTE";"18/12/1998"
"363286";"45171402000197";"UNIMED DE TAUBATE COOPERATIVA DE TRABALHO MEDICO";"UNIMED DE TAUBATE";"Cooperativa Medica";"RUA CEL. AUGUSTO MONTEIRO";"595";"";"CENTRO";"Taubate";"SP";"12020160";"12";"21250759";"36355667";"setorans@unimed-taubate.com.br";"WILSON TOSHIHICO GIMBO";"DIRETOR PRESIDENTE";"16/12/1998"
"342386";"03980208000102";"UNIMED DE TRES LAGOAS COOPERATIVA DE TRABALHO MEDICO";"UNIMED DE TRES LAGOAS";"Cooperativa Medica";"AV. ANTONIO TRAJANO";"1110";"";"CENTRO";"Tres Lagoas";"MS";"79601002";"67";"21055050";"21055074";"unimedtreslagoas@unimedtreslagoas.com.br";"RONALDO NUNES RIBEIRO";"DIRETOR PRESIDENTE";"24/12/1998"
"364860";"85241339000132";"UNIMED DE TUBARAO - COOPERATIVA DE TRABALHO MEDICO DA REGIAO DA AMUREL";"UNIMED DE TUBARAO";"Cooperativa Medica";"AV MARCOLINO MARTINS CABRAL";"2300";"";"AEROPORTO";"Tubarao";"SC";"88705002";"48";"36210240";"36210201";"secretaria.diretoria@unimedtubarao.com.br";"ANDRE LUZ GUEDES";"PRESIDENTE";"17/12/1998"
"365530";"56762172000157";"UNIMED DE TUPA COOPERATIVA DE TRABALHO MEDICO";"UNIMED DE TUPA";"Cooperativa Medica";"RUA PIRATININS";"110";"";"CENTRO";"Tupa";"SP";"17600100";"14";"34044100";"";"unimed@unimedtupa.com.br";"FRANK BUCCI PINTO";"PRESIDENTE";"21/12/1998"
"362573";"25686544000180";"UNIMED DE UBA COOPERATIVA DE TRABALHO MEDICO";"UNIMED UBA";"Cooperativa Medica";"RUA NOSSA SENHORA DA SAUDE";"118";"";"CENTRO";"Uba";"MG";"36500008";"32";"35393600";"";"gerencia@unimed-uba.coop.br";"JULIO CESAR FERREIRA DA SILVA ";"DIRETOR PRESIDENTE";"17/12/1998"
"364584";"35917970000130";"UNIMED DE VOLTA REDONDA COOPERATIVA DE TRABALHO MEDICO";"UNIMED DE VOLTA REDONDA COOPERATIVA DE TRABALHO MEDICO";"Cooperativa Medica";"RODOVIA DOS METALURGICOS ";"2520";"";"CASA DE PEDRA";"Volta Redonda";"RJ";"27258000";"24";"21027000";"";"regulacao.processo@unimedvr.com.br";"VITORIO MOSCON PUNTEL";"DIRETOR PRESIDENTE";"21/12/1998"
"328073";"53807475000150";"UNIMED DE VOTUPORANGA - COOPERATIVA DE TRABALHO MEDICO";"UNIMED DE VOTUPORANGA";"Cooperativa Medica";"RUA RIO DE JANEIRO";"3260";"";"PATRIMONIO VELHO";"Votuporanga";"SP";"15505165";"17";"34059494";"34059499";"secretaria@unimedvotuporanga.com.br";"OSMAR ALECIO DAN";"PRESIDENTE";"18/12/1998"
"319121";"25250820000162";"UNIMED DIVINOPOLIS - COOPERATIVA DE TRABALHO MEDICO LTDA";"UNIMED DIVINOPOLIS";"Cooperativa Medica";"RUA ITAPECERICA";"427";"";"CENTRO";"Divinopolis";"MG";"35500018";"37";"32295200";"32295221";"unimed@unimed144.coop.br";"EVANGELISTA JOSE MIGUEL";"DIRETOR PRESIDENTE";"17/12/1998"
"300870";"48090146000100";"UNIMED DO BRASIL - CONF. NACIONAL DAS COOPERATIVAS MEDICAS";"UNIMED DO BRASIL";"Cooperativa Medica";"ALAMEDA SANTOS";"1827";"15o ANDAR";"CERQUEIRA CESAR";"Sao Paulo";"SP";"01419909";"11";"32659700";"32659540";"regulamentacaoub@unimed.coop.br";"OMAR ABUJAMRA JUNIOR";"PRESIDENTE";"17/12/1998"
"356123";"07583396000196";"UNIMED DO CARIRI - SOCIEDADE COOPERATIVA MEDICA LTDA";"UNIMED DO CARIRI";"Cooperativa Medica";"RUA SANTA CLARA";"78";"";"SALESIANO";"Juazeiro do Norte";"CE";"63050210";"88";"35662042";"32547000";"ans@unimedceara.com.br";"FRANCISCO DE ASSIS SAMPAIO";"PRESIDENTE";"23/12/1998"
"321958";"10395358000114";"UNIMED DO CEARA - FEDERACAO DAS SOCIEDADES COOPERATIVAS MEDICAS DO ESTADO DO CEARA LTDA.";"UNIMED DO CEARA";"Cooperativa Medica";"RUA PADRE LUIS FIGUEIRA";"52";"";"CENTRO";"Fortaleza";"CE";"60120150";"85";"34537777";"32523723";"ans@unimedceara.com.br";"DARIVAL BRINGEL DE OLINDA";"PRESIDENTE";"21/12/1998"
"312363";"31432792000105";"UNIMED DO EST. DO RJ FEDERACAO EST. DAS COOPERATIVAS MEDICAS";"UNIMED FEDERACAO RIO";"Cooperativa Medica";"AV. RIO BRANCO";"81";"8 E 9 ANDARES";"CENTRO";"Rio de Janeiro";"RJ";"20040004";"21";"21224248";"22332874";"anapaulateixeira@unimedrj.coop.br";"JOAO ALBERTO DA CRUZ";"DIRETOR PRESIDENTE";"07/01/1999"
"355691";"76590884000143";"UNIMED DO ESTADO DE SANTA CATARINA FED. EST. DAS COOP. MED.";"UNIMED SANTA CATARINA";"Cooperativa Medica";"RUA OTTO BOEHM";"478";"";"AMERICA";"Joinville";"SC";"89201700";"47";"34410532";"34410510";"margit.silva@unimedsc.coop.br";"WALTER NEY GALETTO JUNQUEIRA";"DIRETOR DE DESENVOLVIMENTO E SERVICOS";"16/12/1998"
"319996";"43643139000166";"UNIMED DO ESTADO DE SAO PAULO - FEDERACAO ESTADUAL DAS COOP. MEDICAS";"FEDERACAO DAS UNIMEDS DO ESTADO DE SAO PAULO";"Cooperativa Medica";"RUA JOSE GETULIO";"78/90";"";"ACLIMACAO";"Sao Paulo";"SP";"01509000";"11";"21462552";"24462656";"presidencia@unimedfesp.coop.br";"EDUARDO ERNESTO CHINAGLIA";"DIRETOR PRESIDENTE";"18/12/1998"
"312720";"78339439000130";"UNIMED DO ESTADO DO PARANA FEDERACAO ESTADUAL DAS COOPERATIVAS MEDICAS";"UNIMED PARANA";"Cooperativa Medica";"RUA ANTONIO CAMILO";"283";"";"TARUMA";"Curitiba";"PR";"82530450";"41";"32191500";"32191468";"representante.ans@unimedpr.coop.br";"ULISSES CABRAL BISPO FERREIRA";"REPRESENTANTE LEGAL";"17/12/1998"
"325082";"34063123000193";"UNIMED DO OESTE DA BAHIA COOPERATIVA DE TRABALHO MEDICO";"UNIMED DO OESTE DA BAHIA";"Cooperativa Medica";"RUA PROFESSORA GUIOMAR PORTO";"389";"TERREO";"CENTRO";"Barreiras";"BA";"47800000";"77";"36111447";"36115908";"uni.oesteba@uol.com.br";"JOSE CARLOS DURAN ALVAREZ";"PRESIDENTE";"29/12/1998"
"305227";"78420783000150";"UNIMED DO OESTE DO PARANA - COOP. DE TRABALHO MEDICO";"";"Cooperativa Medica";"AVENIDA BRASILIA ";"2291";"";"CENTRO";"Medianeira";"PR";"85884000";"45";"32408200";"32408201";"medianeira@unimedpr.com.br";"MAURICIO GARCIA";"PRESIDENTE";"17/12/1998"
"350371";"16415598000110";"UNIMED DO SUDOESTE COOPERATIVA DE TRABALHO MEDICO LTDA";"UNIMED DO SUDOESTE";"Cooperativa Medica";"AV.OTAVIO SANTOS";"147";"";"RECREIO";"Vitoria da Conquista";"BA";"45020750";"77";"21019355";"";"nucleoans@unimedsudoeste.com.br";"LIOMAR COUTO LEAL";"DIRETOR PRESIDENTE";"21/12/1998"
"311715";"73936395000102";"UNIMED ENCOSTA DA SERRA/RS SOCIEDADE COOPERATIVA DE SERVICOS DE SAUDE LTDA.";"UNIMED ENCOSTA DA SERRA";"Cooperativa Medica";"RUA FEDERACAO";"2799";"N/C";"CENTRO";"Taquara";"RS";"95600068";"51";"35410816";"35410800";"unimed@unimed-es.com.br";"LUIS ALFREDO TIMMEN";"PRESIDENTE";"22/12/1998"
"357022";"87638334000173";"UNIMED ERECHIM - COOPERATIVA DE SERVICOS DE SAUDE LTDA.";"UNIMED (RS)  ERECHIM";"Cooperativa Medica";"AV. SETE DE SETEMBRO";"2001";"";"FATIMA";"Erechim";"RS";"99700000";"54";"35206100";"35206100";"contabilidade@unimed-erechim.com.br";"LUIZ FELIPE BARRENECHE LEAES";"PRESIDENTE";"18/12/1998"
"340251";"80653975000158";"UNIMED EXTREMO OESTE CATARINENSE COOPERATIVA DE TRABALHO MEDICO";"UNIMED EXTREMO OESTE CATARINENSE";"Cooperativa Medica";"RUA BARAO DO TRIUNFO";"821";"";"CENTRO";"Sao Miguel do Oeste";"SC";"89900000";"49";"36312216";"";"ans@unimedextremooeste.com.br";"JOSEMIR WERLANG";"PRESIDENTE";"17/12/1998"
"346209";"42043067000153";"UNIMED EXTREMO SUL COOPERATIVA DE TRABALHO MEDICO";"UNIMED EXTREMO SUL COOPERATIVA DE TRABALHO MEDICO";"Cooperativa Medica";"AV. PRESIDENTE GETULIO VARGAS";"1245";"";"MONTE CASTELO";"Teixeira de Freitas";"BA";"45996137";"73";"32638000";"";"juliana@unimedextremosul.com.br";"JORGE ELIAS DE CARVALHO";"PRESIDENTE";"22/12/1998"
"328031";"02511261000100";"UNIMED FEDERACAO DO ESTADO DO MATO GROSSO";"";"Cooperativa Medica";"RUA BARAO DE MELGACO";"2754";"6o ANDAR";"CENTRO SUL";"Cuiaba";"MT";"78020800";"65";"36245443";"36230462";"regulamentacao@unimedmt.coop.br";"RUBENS CARLOS DE OLIVEIRA JUNIOR";"DIRETOR PRESIDENTE";"24/12/1998"
"351792";"81697419000146";"UNIMED FOZ DO IGUACU COOPERATIVA TRABALHO MEDICO";"UNIMEDFOZ";"Cooperativa Medica";"RUA MARECHAL DEODORO DA FONSECA";"481";"";"CENTRO";"Foz do Iguacu";"PR";"85851030";"45";"35231144";"35231144";"diretoria@unimedfoz.com.br";"ISIDORO ANTONIO VILLAMAYOR ALVAREZ";"PRESIDENTE";"17/12/1998"
"354783";"45309606000141";"UNIMED FRANCA - SOCIEDADE COOPERATIVA DE SERVICOS MEDICOS E HOSPITALARES";"UNIMED DE FRANCA";"Cooperativa Medica";"RUA GENERAL CARNEIRO";"1595";"";"CENTRO";"Franca";"SP";"14400500";"16";"37116725";"37116785";"juridico@unimedfranca.com.br";"DANIEL MARTINIANO HABER";"DIRETOR PRESIDENTE";"18/12/1998"
"336858";"81710543000102";"UNIMED FRANCISCO BELTRAO COOPERATIVA DE TRABALHO MEDICO";"UNIMED FRANCISCO BELTRAO";"Cooperativa Medica";"AV. JULIO ASSIS CAVALHEIRO";"1171";"";"CENTRO";"Francisco Beltrao";"PR";"85601000";"46";"35205834";"35205834";"nucleoregulamentar@unimedfb.coop.br";"WEMILDA MARTA FREGONESE FELTRIN";"PRESIDENTE";"17/12/1998"
"352179";"87689527000153";"UNIMED FRONTEIRA NOROESTE/RS - COOPERATIVA DE ASSISTENCIA A SAUDE LTDA.";"UNIMED FRONTEIRA NOROESTE/RS";"Cooperativa Medica";"RUA FRANCISCO TIMM";"673";"";"CENTRO";"Santa Rosa";"RS";"98900000";"05";"535125424";"535125424";"unimed@unimed-fno.com.br";"MARCOS CHRISTENSEN";"PRESIDENTE";"22/12/1998"
"371564";"02248344000140";"UNIMED FRUTAL COOPERATIVA DE TRABALHO MEDICO LTDA";"UNIMED FRUTAL COOPERATIVA DE TRABALHO MEDICO";"Cooperativa Medica";"RUA SENADOR GOMES DA SILVA";"410";"";"CENTRO";"Frutal";"MG";"38200000";"34";"34299300";"34299301";"ans@unimedfrutal.coop.br";"ALBERTO FUAD BICHARA";"PRESIDENTE";"17/12/1998"
"382876";"02476067000122";"UNIMED GOIANIA COOPERATIVA DE TRABALHO MEDICO";"UNIMED GOIANIA";"Cooperativa Medica";"PRACA GILSON ALVES DE SOUZA";"650";"T-7 ESQ. C/T-1";"SETOR BUENO";"Goiania";"GO";"74210250";"62";"32168000";"8049";"assuntos.ans@unimedgoiania.com.br";"SERGIO BAIOCCHI CARNEIRO";"REPRESENTANTE LEGAL";"28/12/1998"
"386588";"42892281000184";"UNIMED GOVERNADOR VALADARES COOP. DE TRABALHO MEDICO LTDA.";"UNIMED GV COOP TRABALHO MEDICO LTDA";"Cooperativa Medica";"RUA DOM PEDRO II";"435";"";"CENTRO";"Governador Valadares";"MG";"35010090";"33";"21012924";"21012925";"diretoria@unimedgv.com.br";"PAULO ROBERTO FONTES";"DIRETOR PRESIDENTE";"17/12/1998"
"360449";"77858611000108";"UNIMED GRANDE FLORIANOPOLIS-COOPERATIVA DE TRABALHO MEDICO";"UNIMED GRANDE FLORIANOPOLIS ";"Cooperativa Medica";"RUA DOM JAIME CAMARA";"94";"";"CENTRO";"Florianopolis";"SC";"88015120";"48";"328841002235";"32168105";"regulacao@unimedflorianopolis.com.br";"AMILTON CARNIEL GUIMARAES";"REPRESENTANTE";"16/12/1998"
"322571";"78044815000160";"UNIMED GUARAPUAVA COOPERATIVA DE TRABALHO MEDICO";"UNIMED GUARAPUAVA";"Cooperativa Medica";"RUA CAPITAO ROCHA, 1273";"1263 a 1273";"";"CENTRO";"Guarapuava";"PR";"85010270";"42";"36217500";"36217500";"guarapuava@unimedpr.coop.br";"JOSE MOACIR MIERZVA";"DIRETOR PRESIDENTE";"17/12/1998"
"318035";"26291484000169";"UNIMED GUAXUPE COOPERATIVA DE TRABALHO MEDICO";"UNIMED GUAXUPE";"Cooperativa Medica";"RUA CORONEL ANTONIO COSTA";"306";"";"CENTRO";"Guaxupe";"MG";"37800000";"35";"35596000";"35596168";"ans@unimedguaxupe.coop.br";"NICOLAU BALBINO NETO";"DIRETOR PRESIDENTE";"18/12/1998"
"301124";"01476619000130";"UNIMED GURUPI COOPERATIVA DE TRABALHO MEDICO";"UNIMED GURUPI";"Cooperativa Medica";"AVENIDA ALAGOAS";"2125";"L 01 - QD A - LOTEAMENTO DOM PEDRO I";"CENTRO";"Gurupi";"TO";"77410070";"63";"33012521";"33012524";"gerencia@unimedgurupi.com.br";"LUIZ PAULO DA SILVEIRA";"PRESIDENTE";"24/12/1998"
"304395";"22720791000167";"UNIMED INCONFIDENTES COOPERATIVA DE TRABALHO MEDICO LTDA.";"UNIMED INCONFIDENTES";"Cooperativa Medica";"PRACA BARAO DE SARAMENHA";"1";"";"SARAMENHA";"Ouro Preto";"MG";"35400000";"31";"35597200";"35597211";"unimed@unimedinconfidentes.coop.br";"DIMAS ANTONIO FERREIRA DUTRA";"DIRETOR PRESIDENTE";"17/12/1998"
"320838";"01647867000104";"UNIMED INTRAFEDERATIVA FEDERACAO REGIONAL SUL DE MINAS";"INTRA SUL DE MINAS";"Cooperativa Medica";"RUA IRMAO MARIO ESDRAS";"200";"";"VILA PINTO";"Varginha";"MG";"37010660";"";"";"";"warlei@unimedsuldeminas.coop.br";"MARCELO COUTO LUNA DE ALMEIDA";"DIRETOR PRESIDENTE";"18/12/1998"
"335517";"65276354000109";"UNIMED ITABIRA COOPERATIVA DE TRABALHO MEDICO";"UNIMED ITABIRA COOPERATIVA DE TRABALHO MEDICO";"Cooperativa Medica";"RUA DR. SIZENANDO DE BARROS";"62";"2o ANDAR";"CENTRO";"Itabira";"MG";"35900006";"31";"38397704";"38397720";"produtos@unimeditabira.com.br";"VIRGILINO QUINTAO TORRES CRUZ";"DIRETOR PRESIDENTE";"17/12/1998"
"322831";"23802218000165";"UNIMED ITAJUBA COOPERATIVA DE TRABALHO MEDICO";"UNIMED ITAJUBA COOPERATIVA DE TRABALHO MEDICO";"Cooperativa Medica";"AVENIDA CESARIO ALVIM";"382";"";"CENTRO";"Itajuba";"MG";"37501059";"03";"536292800";"536292822";"diretoria@unimeditajuba.com.br";"ROGERIO VILELA PINTO";"DIRETOR-PRESIDENTE";"18/12/1998"
"356581";"71063853000110";"UNIMED ITAUNA COOPERATIVA DE TRABALHO MEDICO LTDA.";"UNIMED ITAUNA";"Cooperativa Medica";"RUA ANTONIO DE MATOS ";"146";"GALERIA - EDIF. PORTINARI";"CENTRO";"Itauna";"MG";"35680030";"37";"32496100";"32496110";"contabilidade@unimeditauna.coop.br";"GERALDO EUSTAQUIO PEREIRA";"DIRETOR PRESIDENTE";"18/12/1998"
"301060";"41871989000196";"UNIMED ITUIUTABA COOPERATIVA TRABALHO MEDICO LTDA.";"UNIMED ITUIUTABA";"Cooperativa Medica";"AV. DEZESSETE";"1196";"";"CENTRO";"Ituiutaba";"MG";"38300132";"34";"32680700";"32680701";"unimed@unimedituiutaba.coop.br";"ADALBERTO ABDO MARTINS";"DIRETOR PRESIDENTE";"17/12/1998"
"352314";"66191263000133";"UNIMED JOAO MONLEVADE COOPERATIVA DE TRABALHO MEDICO LTDA.";"UNIMED JOAO MONLEVADE";"Cooperativa Medica";"RUA FLORIANOPOLIS";"27";"PREDIO";"CARNEIRINHOS";"Joao Monlevade";"MG";"35930018";"31";"38514888";"38514820";"unimed@unimedjm.coop.br";"MARCELO LOPES DA MOTA";"DIRETOR PRESIDENTE";"17/12/1998"
"321044";"08680639000177";"UNIMED JOAO PESSOA - COOPERATIVA DE TRABALHO MEDICO";"UNIMED JOAO PESSOA";"Cooperativa Medica";"AV MARECHAL DEODORO";"420";"";"TORRE";"Joao Pessoa";"PB";"58040910";"83";"21060216";"32414359";"suenia.brito@unimedjp.com.br";"GUALTER LISBOA RAMALHO ";"DIRETOR PRESIDENTE";"21/12/1998"
"306886";"17689407000170";"UNIMED JUIZ DE FORA COOPERATIVA DE TRABALHO MEDICO LTDA";"UNIMED JUIZ DE FORA COOPERATIVA DE TRABALHO MEDICO LTDA";"Cooperativa Medica";"RUA ESPIRITO SANTO";"1115";"SALA 03 E SALA 06 - 25o ANDAR";"CENTRO";"Juiz de Fora";"MG";"36016905";"32";"32495500";"32495584";"juridico@unimedjf.coop.br";"DARLAN KNEIPP";"DIRETOR PRESIDENTE";"16/12/1998"
"303267";"56727134000163";"UNIMED JUNDIAI - COOPERATIVA DE TRABALHO MEDICO";"UNIMED JUNDIAI";"Cooperativa Medica";"AV. DONA MANOELA LACERDA DE VERGUEIRO ";"25";"";"ANHANGABAU";"Jundiai";"SP";"13208057";"11";"45831000";"45831049";"diretoria@unimedjundiai.com.br";"NILTON JESUS FERNANDES";"PRESIDENTE";"18/12/1998"
"345458";"66477217000103";"UNIMED LAVRAS COOPERATIVA DE TRABALHO MEDICO";"UNIMED LAVRAS";"Cooperativa Medica";"RUA DESEMBARGADOR ALBERTO LUZ";"211";"";"CENTRO";"Lavras";"MG";"37200000";"35";"38290011";"38290038";"ans@unimedlavras.coop.br";"OSMAR FRANCISCO MARQUES DE CARVALHO";"REPRESENTANTE";"18/12/1998"
"386901";"42936518000181";"UNIMED LEOPOLDINA COOPERATIVA DE TRABALHO MEDICO LTDA";"UNIMED LEOPLDINA";"Cooperativa Medica";"RUA RIBEIRO JUNQUEIRA";"175";"";"CENTRO";"Leopoldina";"MG";"36700000";"32";"34495064";"34495052";"ans@unimedleopoldina.coop.br";"MARCO ANTONIO DE OLIVEIRA LACERDA";"REPRESENTANTE";"16/12/1998"
"358088";"53678264000165";"UNIMED LESTE PAULISTA COOPERATIVA DE TRABALHO MEDICO";"UNIMED LESTE PAULISTA COOPERATIVA DE TRABALHO MEDICO";"Cooperativa Medica";"RUA CORONEL ERNESTO DE OLIVEIRA";"735";"";"VILA CONRADO";"Sao Joao da Boa Vista";"SP";"13870249";"19";"36382888";"36382888";"bia@unimedlestepaulista.com.br";"LUIS ANTONIO ESTEVAM";"DIRETOR PRESIDENTE";"18/12/1998"
"303356";"85377174000120";"UNIMED LITORAL COOPERATIVA DE TRABALHO MEDICO LTDA";"UNIMED LITORAL";"Cooperativa Medica";"AV. CEL. MARCOS KONDER";"1233";"";"CENTRO";"Itajai";"SC";"88301303";"47";"334144006703";"33414444";"ans@unimedlitoral.com.br";"CHRISTIANE RAMOS DERINGER";"SUPERINTENDENTE TECNICA";"16/12/1998"
"300136";"00103956000119";"UNIMED LITORAL SUL/RS - COOPERATIVA MEDICA LTDA.";"UNIMED LITORAL SUL/RS";"Cooperativa Medica";"RUA AQUIDABAN";"692";"";"CENTRO";"Rio Grande";"RS";"96200480";"53";"32313766";"332319333";"unimedls@unilis.com.br";"JOSE CARLOS HENRIQUE DUARTE DOS SANTOS";"PRESIDENTE";"18/12/1998"
"327689";"12442737000143";"UNIMED MACEIO COOPERATIVA DE TRABALHO MEDICO";"UNIMED MACEIO COOPERATIVA DE TRABALHO MEDICO";"Cooperativa Medica";"AV. FERNANDES LIMA";"3113";"";"FAROL";"Maceio";"AL";"57057000";"82";"21211663";"21211666";"unimed@unimedmaceio.com.br";"DANIEL DE MACEDO VERAS";"PRESIDENTE";"23/12/1998"
"354678";"86584901000193";"UNIMED MACHADO COOPERATIVA DE TRABALHO MEDICO";"UNIMED MACHADO";"Cooperativa Medica";"AVENIDA ARTUR BERNARDES";"120";"LOJAS 1 E 2";"CENTRO";"Machado";"MG";"37750000";"03";"532950700";"";"gerencia@unimedmachado.coop.br";"CLAUDIO DE LIMA ALVES";"DIRETOR PRESIDENTE";"18/12/1998"
"352543";"07057185000110";"UNIMED MARANHAO DO SUL - COOPERATIVA DE TRABALHO MEDICO";"UNIMED IMPERATRIZ";"Cooperativa Medica";"RUA CEARA";"0701";"";"CENTRO";"Imperatriz";"MA";"65901610";"09";"935253398";"935251814";"assessoria.operacional@unimedimperatriz.com.br";"IRISNALDO FELIX DA SILVA";"PRESIDENTE";"21/12/1998"
"321087";"00368318000120";"UNIMED MARQUES DE VALENCA COOPERATIVA DE TRABALHO MEDICO LTDA.";"UNIMED MARQUES DE VALENCA";"Cooperativa Medica";"AV. NILO PECANHA";"428";"";"CENTRO";"Valenca";"RJ";"27600000";"02";"424539750";"";"gerenciageral@mvalenca.unimed.coop.br";"OSCAR SILVA LEITE PINTO";"DIRETOR PRESIDENTE";"21/12/1998"
"301744";"01356020000162";"UNIMED MEIO OESTE CATARINENSE COOPERATIVA DE TRABALHO MEDICO";"UNIMED MEIO OESTE - SC";"Cooperativa Medica";"AV.XV DE NOVEMBRO";"125";"";"CENTRO";"Joacaba";"SC";"89600000";"49";"35519100";"35519109";"ans@unimedmeiooeste.coop.br";"HOTONE DALLACOSTA";"PRESIDENTE";"17/12/1998"
"318566";"35642768000143";"UNIMED METROPOLITANA DO AGRESTE - COOPERATIVA DE TRABALHO MEDICO";"UNIMED METROPOLITANA DO AGRESTE";"Cooperativa Medica";"RUA MIGUEL TERTULIANO";"579";"";"ZELIA BARBOSA ROCHA";"Arapiraca";"AL";"57305610";"82";"35219400";"9424";"ans.relacionamento@unimedmetropolitana.com";"LENILDO AMORIM DA SILVA";"PRESIDENTE";"21/12/1998"
"311618";"87701249000102";"UNIMED MISSOES/RS - COOPERATIVA DE ASSISTENCIA A SAUDE LTDA.";"UNIMED MISSOES/RS";"Cooperativa Medica";"AV. GETULIO VARGAS";"1079";"PREDIO";"CENTRO";"Santo Angelo";"RS";"98801570";"05";"533130500";"533130542";"unimed@unimedmissoes.com.br";"ROBERTO ANTONIO VALANDRO BELLINASO";"PRESIDENTE";"22/12/1998"
"304051";"16921561000163";"UNIMED MONTES CLAROS COOPERATIVA DE  TRABALHO MEDICO LTDA.";"UNIMED NORTE DE MINAS";"Cooperativa Medica";"RUA IRMA BEATA";"368";"2o E 3o ANDAR";"CENTRO";"Montes Claros";"MG";"39400110";"03";"832291500";"832291515";"diretoriaexecutiva@unimednm.coop.br";"FARLEY CARNEIRO E SILVA";"REPRESENTANTE";"18/12/1998"
"342157";"02192677000102";"UNIMED MORRINHOS COOPERATIVA DE TRABALHO MEDICO";"UNIMED MORRINHOS";"Cooperativa Medica";"AVENIDA COUTO DE MAGALHAES";"385";"";"CENTRO";"Morrinhos";"GO";"75650000";"64";"34131650";"34132111";"unimed@unimedmorrinhos.com.br";"FRANCISCO MARTINS DA SILVA";"PRESIDENTE";"24/12/1998"
"368148";"25971433000115";"UNIMED MURIAE COOPERATIVA DE TRABALHO MEDICO LTDA";"UNIMED MURIAE COOPERATIVA DE TRABALHO MEDICO LTDA";"Cooperativa Medica";"AVENIDA JUSCELINO KUBITSCHEK";"1095";"";"CENTRO";"Muriae";"MG";"36880000";"32";"2612";"37211923";"gerencia@unimedmuriae.com.br";"MAURICIO DE ABREU LIMA CAMPOS";"DIRETOR PRESIDENTE";"17/12/1998"
"335592";"08380701000105";"UNIMED NATAL SOC. COOP. DE TRAB. MEDICO";"UNIMED NATAL SOCIEDADE COOPERATIVA DE TRABALHO MEDICO";"Cooperativa Medica";"RUA MIPIBU";"511";"";"PETROPOLIS";"Natal";"RN";"59020250";"84";"32206300";"32113290";"diretoria@unimednatal.com.br";"FERNANDO JOSE PINTO DE PAIVA";"PRESIDENTE";"28/12/1998"
"328294";"01559455000104";"UNIMED NORDESTE PAULISTA - FED. INTRAFEDERATIVA DAS COOP. MEDICAS";"UNIMED NORDESTE PAULISTA FEDERACAO INTRAFED.COOP.MEDICAS";"Cooperativa Medica";"RUA ANTONIO MOISES SAAD";"1155";"";"LAGOINHA";"Ribeirao Preto";"SP";"14095230";"16";"30199750";"30199750";"diretoria@ufenesp.com.br";"EDMILSON ROCHA DE SOUZA";"DIRETOR PRESIDENTE";"22/12/1998"
"325571";"87827689000100";"UNIMED NORDESTE RS SOCIEDADE COOPERATIVA DE SERVICOS MEDICOS LTDA.";"UNIMED NORDESTE RS SOCIEDADE COOPERATIVA DE SERVICOS MEDICOS LTD";"Cooperativa Medica";"RUA MOREIRA CESAR";"2400";"";"PIO X";"Caxias do Sul";"RS";"95034000";"54";"32202000";"32202077";"regulacao.ans@unimed-ners.com.br";"PRIMO AGOSTINHO PICCOLI NETO";"DIRETOR TECNICO";"22/12/1998"
"371629";"39384664000137";"UNIMED NOROESTE CAPIXABA COOPERATIVA DE TRABALHO MEDICO.";"";"Cooperativa Medica";"AV GETULIO VARGAS";"196";"1o E 2o ANDARES";"CENTRO";"Colatina";"ES";"29700010";"27";"37231031";"37231003";"unimednoc@unimednoc.com.br";"WELDERSON LUIZ SPECIMILI RODRIGUES";"DIRETOR PRESIDENTE";"16/12/1998"
"315494";"41905498000119";"UNIMED NOROESTE DE MINAS COOPERATIVA DE TRABALHO MEDICO LTDA";"UNIMED NOROESTE DE MINAS";"Cooperativa Medica";"RUA JOSINO VALADARES";"33";"";"CENTRO";"Paracatu";"MG";"38600000";"38";"33112100";"33112126";"gerencia@unimednet.com.br";"ROGERIO FERREIRA";"DIRETOR PRESIDENTE";"17/12/1998"
